,description,industry,level,size,line_code,value
5720,Impact of not receiving full amount: reducing output,Financial & insurance services,1,total,D1804,0
5721,Impact of not receiving full amount: reducing output,Finance,2,total,D1804,0
5722,Impact of not receiving full amount: reducing output,Insurance,2,total,D1804,0
5723,Impact of not receiving full amount: reducing output,Auxiliary,2,total,D1804,0
5724,Impact of not receiving full amount: reducing output,"Rental, hiring, & real estate services",1,total,D1804,0
5725,Impact of not receiving full amount: reducing output,"Professional, scientific, & technical services",1,total,D1804,0
5726,Impact of not receiving full amount: reducing output,Computer systems design,2,total,D1804,0
5727,Impact of not receiving full amount: reducing output,Other professional scientific,2,total,D1804,0
5728,Impact of not receiving full amount: reducing output,Administrative & support services,1,total,D1804,9
5729,Impact of not receiving full amount: reducing output,Education & training,1,total,D1804,6
5730,Impact of not receiving full amount: reducing output,Health care & social assistance,1,total,D1804,0
5731,Impact of not receiving full amount: reducing output,Arts & recreation services,1,total,D1804,0
5732,Impact of not receiving full amount: reducing output,Other services,1,total,D1804,15
5733,Impact of not receiving full amount: reducing output,total,0,total,D1804,315
5734,Impact of not receiving full amount: business assets need to be sold,total,0,619 employees,D1805,174
5735,Impact of not receiving full amount: business assets need to be sold,total,0,2049 employees,D1805,9
5736,Impact of not receiving full amount: business assets need to be sold,total,0,5099 employees,D1805,3
5737,Impact of not receiving full amount: business assets need to be sold,total,0,100+ employees,D1805,6
5738,Impact of not receiving full amount: business assets need to be sold,"Agriculture, forestry, & fishing",1,total,D1805,6
5739,Impact of not receiving full amount: business assets need to be sold,Agriculture,2,total,D1805,0
5740,Impact of not receiving full amount: business assets need to be sold,Commercial fishing,2,total,D1805,0
5741,Impact of not receiving full amount: business assets need to be sold,Forestry & logging,2,total,D1805,6
5742,Impact of not receiving full amount: business assets need to be sold,"Agriculture, forestry, & fishing support services",2,total,D1805,0
5743,Impact of not receiving full amount: business assets need to be sold,Mining,1,total,D1805,3
5744,Impact of not receiving full amount: business assets need to be sold,Manufacturing,1,total,D1805,12
5745,Impact of not receiving full amount: business assets need to be sold,"Food, beverage, & tobacco",2,total,D1805,0
5746,Impact of not receiving full amount: business assets need to be sold,"Textile, clothing, footwear, & leather",2,total,D1805,0
5747,Impact of not receiving full amount: business assets need to be sold,Wood & paper product,2,total,D1805,0
5748,Impact of not receiving full amount: business assets need to be sold,"Printing, publishing, & recorded media",2,total,D1805,3
5749,Impact of not receiving full amount: business assets need to be sold,"Petroleum, coal, chemical, & associated product",2,total,D1805,0
5750,Impact of not receiving full amount: business assets need to be sold,Non-metallic mineral product,2,total,D1805,0
5751,Impact of not receiving full amount: business assets need to be sold,Metal product,2,total,D1805,0
5752,Impact of not receiving full amount: business assets need to be sold,Transport and industrial machinery & equipment,2,total,D1805,6
5753,Impact of not receiving full amount: business assets need to be sold,Other machinery & equipment,2,total,D1805,0
5754,Impact of not receiving full amount: business assets need to be sold,Other manufacturing,2,total,D1805,0
5755,Impact of not receiving full amount: business assets need to be sold,"Electricity, gas, water, & waste services",1,total,D1805,3
5756,Impact of not receiving full amount: business assets need to be sold,Construction,1,total,D1805,0
5757,Impact of not receiving full amount: business assets need to be sold,Wholesale trade,1,total,D1805,0
5758,Impact of not receiving full amount: business assets need to be sold,Machinery & equipment wholesaling,2,total,D1805,0
5759,Impact of not receiving full amount: business assets need to be sold,Other wholesale trade,2,total,D1805,0
5760,Impact of not receiving full amount: business assets need to be sold,Retail trade,1,total,D1805,0
5761,Impact of not receiving full amount: business assets need to be sold,Accommodation & food services,1,total,D1805,120
5762,Impact of not receiving full amount: business assets need to be sold,"Transport, postal, & warehousing",1,total,D1805,21
5763,Impact of not receiving full amount: business assets need to be sold,Information media & telecommunications,1,total,D1805,3
5764,Impact of not receiving full amount: business assets need to be sold,Publishing,2,total,D1805,0
5765,Impact of not receiving full amount: business assets need to be sold,Motion picture,2,total,D1805,0
5766,Impact of not receiving full amount: business assets need to be sold,Telecommunications,2,total,D1805,0
5767,Impact of not receiving full amount: business assets need to be sold,Financial & insurance services,1,total,D1805,0
5768,Impact of not receiving full amount: business assets need to be sold,Finance,2,total,D1805,0
5769,Impact of not receiving full amount: business assets need to be sold,Insurance,2,total,D1805,0
5770,Impact of not receiving full amount: business assets need to be sold,Auxiliary,2,total,D1805,0
5771,Impact of not receiving full amount: business assets need to be sold,"Rental, hiring, & real estate services",1,total,D1805,12
5772,Impact of not receiving full amount: business assets need to be sold,"Professional, scientific, & technical services",1,total,D1805,6
5773,Impact of not receiving full amount: business assets need to be sold,Computer systems design,2,total,D1805,9
5774,Impact of not receiving full amount: business assets need to be sold,Other professional scientific,2,total,D1805,0
5775,Impact of not receiving full amount: business assets need to be sold,Administrative & support services,1,total,D1805,0
5776,Impact of not receiving full amount: business assets need to be sold,Education & training,1,total,D1805,6
5777,Impact of not receiving full amount: business assets need to be sold,Health care & social assistance,1,total,D1805,0
5778,Impact of not receiving full amount: business assets need to be sold,Arts & recreation services,1,total,D1805,0
5779,Impact of not receiving full amount: business assets need to be sold,Other services,1,total,D1805,0
5780,Impact of not receiving full amount: business assets need to be sold,total,0,total,D1805,192
5781,Impact of not receiving full amount: planning to sell business,total,0,619 employees,D1806,276
5782,Impact of not receiving full amount: planning to sell business,total,0,2049 employees,D1806,57
5783,Impact of not receiving full amount: planning to sell business,total,0,5099 employees,D1806,15
5784,Impact of not receiving full amount: planning to sell business,total,0,100+ employees,D1806,3
5785,Impact of not receiving full amount: planning to sell business,"Agriculture, forestry, & fishing",1,total,D1806,6
5786,Impact of not receiving full amount: planning to sell business,Agriculture,2,total,D1806,0
5787,Impact of not receiving full amount: planning to sell business,Commercial fishing,2,total,D1806,0
5788,Impact of not receiving full amount: planning to sell business,Forestry & logging,2,total,D1806,0
5789,Impact of not receiving full amount: planning to sell business,"Agriculture, forestry, & fishing support services",2,total,D1806,6
5790,Impact of not receiving full amount: planning to sell business,Mining,1,total,D1806,3
5791,Impact of not receiving full amount: planning to sell business,Manufacturing,1,total,D1806,9
5792,Impact of not receiving full amount: planning to sell business,"Food, beverage, & tobacco",2,total,D1806,0
5793,Impact of not receiving full amount: planning to sell business,"Textile, clothing, footwear, & leather",2,total,D1806,3
5794,Impact of not receiving full amount: planning to sell business,Wood & paper product,2,total,D1806,0
5795,Impact of not receiving full amount: planning to sell business,"Printing, publishing, & recorded media",2,total,D1806,3
5796,Impact of not receiving full amount: planning to sell business,"Petroleum, coal, chemical, & associated product",2,total,D1806,0
5797,Impact of not receiving full amount: planning to sell business,Non-metallic mineral product,2,total,D1806,0
